링크ID,위험도,위험등급,시군구,읍면동,도로명,도로길이_m,차로수_편도,사고건수,사망자수,중상자수,경상자수,부상신고자수
1200034600,0.65,1,관악구,신림동,관천로,135,1,4,0,0,4,1
1200034700,0.46,1,관악구,신림동,관천로,137,1,3,0,0,3,0
1200035000,2.42,1,관악구,신림동,관천로,342,1,9,0,2,8,3
1200035100,11.61,3,관악구,신림동,관천로,306,1,12,0,5,11,0
1200035200,0.48,1,관악구,신림동,조원로18길,355,1,5,0,0,6,1
1200035300,0.00,1,관악구,신림동,조원로18길,354,1,0,0,0,0,0
1200035800,0.64,1,관악구,신림동,남부순환로인접길,213,1,4,0,1,1,2
1200035900,0.97,1,관악구,신림동,남부순환로인접길,216,1,5,0,1,4,1
1200036400,8.83,2,관악구,신림동,관천로,247,3,14,0,3,17,2
1200036500,0.00,1,관악구,신림동,관천로,247,3,0,0,0,0,0
1200036600,0.42,1,관악구,봉천동,중앙2길,354,1,3,0,1,2,0
1200036700,1.59,1,관악구,봉천동,중앙2길,342,1,5,0,2,3,0
1200036800,0.40,1,관악구,신림동,조원로17길,156,1,3,0,0,3,0
1200036900,0.04,1,관악구,신림동,조원로17길,158,1,1,0,0,1,0
1200037000,8.83,2,관악구,신림동,남부순환로187길,74,1,4,0,2,12,0
1200037100,1.77,1,관악구,신림동,남부순환로187길,74,1,3,0,1,1,1
1200037200,9.20,2,관악구,신림동,신림로64길,344,1,15,0,4,16,1
1200037300,0.34,1,관악구,신림동,신림로64길,344,1,1,0,1,0,0
1200037500,6.99,2,관악구,봉천동,관악로24길,267,1,9,0,4,10,0
1200037600,0.03,1,관악구,봉천동,관악로24길,250,1,1,0,0,1,0
1200037700,2.83,1,관악구,신림동,관천로인접길,128,1,1,0,3,0,0
1200037800,0.00,1,관악구,신림동,관천로인접길,138,1,0,0,0,0,0
1200037900,0.00,1,관악구,신림동,신림로64길,66,1,0,0,0,0,0
1200038000,7.33,2,관악구,신림동,신림로64길,66,1,2,0,2,0,0
1200038100,0.44,1,관악구,신림동,신사로인접길,240,1,3,0,0,5,0
1200038200,0.90,1,관악구,신림동,관천로,158,3,2,0,1,3,0
1200038300,0.00,1,관악구,신림동,관천로,154,3,0,0,0,0,0
1200038400,0.00,1,관악구,신림동,남부순환로187길,173,1,0,0,0,0,0
1200038500,0.04,1,관악구,신림동,남부순환로187길,173,1,1,0,0,1,0
1200038700,2.30,1,관악구,봉천동,관악로30길,83,2,3,0,1,5,0
1200038800,0.34,1,관악구,봉천동,관악로30길,84,2,2,0,0,2,0
1200038900,1.12,1,관악구,봉천동,관악로30길,108,2,1,0,1,0,0
1200039000,10.31,3,관악구,봉천동,관악로30길,107,2,4,0,3,2,0
1200039300,0.00,1,관악구,봉천동,은천로33길,158,1,0,0,0,0,0
1200039400,0.00,1,관악구,봉천동,은천로33길,155,1,0,0,0,0,0
1200039500,1.22,1,관악구,봉천동,관악로,99,1,1,0,1,0,0
1200039600,0.08,1,관악구,봉천동,관악로,89,1,1,0,0,1,0
1200039700,1.63,1,관악구,신림동,신림동길,452,1,8,0,2,6,0
1200039800,6.87,2,관악구,신림동,신림동길,452,1,16,0,4,15,2
1200039900,0.00,1,관악구,봉천동,은천로25길,105,1,0,0,0,0,0
1200040000,0.94,1,관악구,봉천동,은천로25길,112,1,3,0,0,5,0
1200040100,0.00,1,관악구,봉천동,은천로35길,311,1,0,0,0,0,0
1200040200,0.00,1,관악구,봉천동,은천로35길,308,1,0,0,0,0,0
1200040300,0.07,1,관악구,봉천동,은천로39길,411,1,2,0,0,2,0
1200040400,0.00,1,관악구,봉천동,은천로39길,398,1,0,0,0,0,0
1200040500,0.00,1,관악구,봉천동,은천로25가길,263,1,0,0,0,0,0
1200040600,0.00,1,관악구,봉천동,은천로25가길,255,1,0,0,0,0,0
1200040700,0.47,1,관악구,봉천동,은천로23길,259,1,1,0,1,0,0
1200040800,0.49,1,관악구,봉천동,은천로23길,262,1,2,0,1,1,0
1200040900,0.40,1,관악구,봉천동,청림6길,462,1,4,0,1,3,0
1200041000,1.07,1,관악구,봉천동,청림6길,458,1,3,0,2,1,0
1200041100,0.00,1,관악구,봉천동,은천로25길,152,1,0,0,0,0,0
1200041200,0.00,1,관악구,봉천동,은천로25길,169,1,0,0,0,0,0
1200041300,6.31,2,관악구,봉천동,은천로33길,164,2,2,1,1,0,1
1200041400,0.00,1,관악구,봉천동,은천로33길,162,2,0,0,0,0,0
1200041500,0.22,1,관악구,신림동,관천로,563,3,2,0,1,0,1
1200041600,1.15,1,관악구,신림동,관천로,552,3,7,0,2,5,0
1200041700,0.00,1,관악구,신림동,신사로인접길,467,1,0,0,0,0,0
1200041800,0.79,1,관악구,봉천동,국회단지길,694,1,5,0,2,3,0
1200041900,5.44,2,관악구,봉천동,국회단지길,684,1,8,0,6,5,0
1200042000,0.51,1,관악구,봉천동,관악로37길,235,1,1,0,1,0,0
1200042100,0.00,1,관악구,봉천동,관악로37길,246,1,0,0,0,0,0
1200042200,0.04,1,관악구,봉천동,구암길,194,1,1,0,0,1,0
1200042300,0.00,1,관악구,봉천동,구암길,182,1,0,0,0,0,0
1200042400,0.00,1,관악구,봉천동,은천로39길,81,1,0,0,0,0,0
1200042500,0.00,1,관악구,봉천동,은천로39길,81,1,0,0,0,0,0
1200042600,0.05,1,관악구,봉천동,은천로25길,146,1,1,0,0,1,0
1200042700,0.05,1,관악구,봉천동,은천로25길,147,1,1,0,0,1,0
1200043100,0.00,1,관악구,봉천동,은천로33길,122,2,0,0,0,0,0
1200043200,0.00,1,관악구,봉천동,은천로33길,122,2,0,0,0,0,0
1200043300,0.22,1,관악구,봉천동,구암길,32,1,1,0,0,1,1
1200043400,0.88,1,관악구,봉천동,구암길,32,1,2,0,0,2,0
1200043600,0.00,1,관악구,봉천동,구암5길,247,1,0,0,0,0,0
1200043700,0.03,1,관악구,봉천동,구암5길,267,1,1,0,0,1,0
1200043800,0.57,1,관악구,봉천동,성현로,285,2,3,0,1,3,0
1200043900,0.44,1,관악구,봉천동,성현로,287,2,2,0,1,1,0
1200044000,0.06,1,관악구,봉천동,보라매로5가길,187,3,2,0,0,1,1
1200044100,30.07,4,관악구,봉천동,보라매로5가길,187,3,15,0,7,20,2
1200044200,0.02,1,관악구,봉천동,구암길,386,1,1,0,0,1,0
1200044300,0.00,1,관악구,봉천동,구암길,387,1,0,0,0,0,0
1200044400,1.49,1,관악구,봉천동,보라매로3길,222,1,6,0,1,6,0
1200044500,0.59,1,관악구,봉천동,보라매로3길,216,1,2,0,1,1,0
1200045000,0.17,1,관악구,봉천동,성현로,695,2,1,0,1,0,0
1200045100,0.16,1,관악구,봉천동,성현로,693,2,4,0,0,4,0
1200045400,0.00,1,관악구,봉천동,성현로,353,2,0,0,0,0,0
1200045500,0.00,1,관악구,봉천동,성현로,364,2,0,0,0,0,0
1200046200,0.05,1,관악구,봉천동,인헌2길,134,1,1,0,0,1,0
1200046300,1.75,1,관악구,봉천동,남부순환로248길,70,1,3,0,0,6,0
1200046400,0.00,1,관악구,봉천동,봉천로62길,133,1,0,0,0,0,0
1200049400,0.00,1,관악구,신림동,강남순환도시고속화도로,148,1,0,0,0,0,0
1200049500,0.00,1,관악구,신림동,강남순환도시고속화도로,509,1,0,0,0,0,0
1200049600,0.02,1,관악구,신림동,강남순환도시고속화도로,335,1,1,0,0,1,0
1200049700,0.00,1,관악구,신림동,강남순환도시고속화도로,393,3,0,0,0,0,0
1200049800,0.02,1,관악구,신림동,강남순환도시고속화도로,388,3,1,0,0,1,0
1200049900,0.00,1,관악구,신림동,강남순환도시고속화도로,644,1,0,0,0,0,0
1200050000,0.08,1,관악구,봉천동,강남순환도시고속화도로,3156,3,2,0,2,5,0
1200050100,0.16,1,관악구,봉천동,강남순환도시고속화도로,3153,3,2,0,2,1,0
1200050200,0.87,1,관악구,남현동,강남순환도시고속화도로,152,1,2,0,1,1,0
1200050300,6.53,3,관악구,남현동,강남순환도시고속화도로,164,3,4,0,4,10,2
1200050400,0.00,1,관악구,남현동,강남순환도시고속화도로,164,3,0,0,0,0,0
1200050500,3.01,3,관악구,남현동,강남순환도시고속화도로,370,1,3,1,0,3,0
1200050900,0.00,1,관악구,남현동,강남순환도시고속화도로,125,1,0,0,0,0,0
1210008004,5.12,2,관악구,남현동,과천대로,76,5,6,0,1,8,0
1210008011,44.63,4,관악구,남현동,관천대로,556,4,53,0,9,56,9
1210008021,2.98,1,관악구,남현동,관천대로,445,4,7,1,0,8,3
1210008031,9.88,2,관악구,남현동,관천대로,1161,4,20,0,10,28,11
1210008103,16.34,3,관악구,남현동,과천대로,76,5,7,0,3,7,0
1210008111,8.44,2,관악구,남현동,관천대로,550,4,21,0,4,24,0
1210008121,5.70,2,관악구,남현동,관천대로,445,4,14,0,4,12,2
1210008131,26.85,4,관악구,남현동,관천대로,1162,4,43,0,14,45,6
1210071400,0.84,1,관악구,남현동,강남순환도시고속화도로,571,1,6,0,0,11,0
1030000201,0.00,1,광진구,자양동,동일로,49,3,0,0,0,0,0
1030000203,0.00,1,광진구,자양동,동일로,95,3,0,0,0,0,0
1030000205,2.85,1,광진구,자양동,동일로,90,3,6,0,1,5,1
1030000206,5.72,2,광진구,자양동,동일로,103,1,4,0,2,9,0
1030000207,0.00,1,광진구,자양동,동일로,31,3,0,0,0,0,0
1030000208,9.26,2,광진구,자양동,동일로,68,4,4,0,4,7,3
1030001601,24.24,4,광진구,화양동,동일로,417,3,21,1,8,20,0
1030001603,34.81,4,광진구,화양동,동일로,328,3,24,0,9,22,2
1030002201,6.44,2,광진구,군자동,동일로,162,3,10,0,2,10,2
1030002203,16.33,3,광진구,군자동,동일로,300,3,12,0,6,17,0
1030002204,34.42,4,광진구,군자동,동일로,758,3,29,0,16,21,6
1030002205,0.00,1,광진구,군자동,동일로,55,2,0,0,0,0,0
1030002206,1.69,1,광진구,군자동,동일로,69,2,1,0,1,1,0
1040000101,3.45,3,광진구,자양동,강변북로,722,4,13,0,3,23,3
1040000102,4.05,3,광진구,자양동,강변북로,902,4,10,0,7,11,2
1040000103,1.22,2,광진구,자양동,강변북로,1485,4,10,0,3,16,0
1040000201,2.45,2,광진구,자양동,강변북로,1827,4,17,0,5,18,3
1040000202,0.11,1,광진구,자양동,강변북로,256,4,2,0,0,2,0
1040000301,0.00,1,광진구,자양동,송파대로,34,4,0,0,0,0,0
1040000302,0.00,1,광진구,자양동,자양로,220,3,0,0,0,0,0
1040000303,14.52,3,광진구,자양동,자양로,274,3,12,0,7,13,0
1040000401,0.00,1,광진구,자양동,송파대로,34,4,0,0,0,0,0
1040000402,0.00,1,광진구,자양동,자양로,220,3,0,0,0,0,0
1040000403,19.88,3,광진구,자양동,자양로,274,3,16,1,6,14,2
1040000501,0.00,1,광진구,자양동,강변북로,472,4,0,0,0,0,0
1040000502,0.06,1,광진구,자양동,강변북로,453,4,2,0,0,2,0
1040000601,0.77,1,광진구,구의동,강변북로,76,4,2,0,0,4,0
1040000701,1.43,2,광진구,자양동,강변북로,173,5,2,0,2,2,2
1040000702,0.00,1,광진구,자양동,강변북로,284,5,0,0,0,0,0
1040000802,1.17,2,광진구,자양동,강변북로,286,5,5,0,1,8,0
1040000803,0.79,1,광진구,자양동,강변북로,158,5,1,0,1,0,0
1040000901,5.35,2,광진구,자양동,자양로,417,3,10,1,3,4,3
1040000902,0.00,1,광진구,자양동,자양로,22,3,0,0,0,0,0
1040000903,18.22,3,광진구,자양동,자양로,42,3,9,0,2,9,3
1040001001,0.43,1,광진구,자양동,자양로,414,3,4,0,1,3,0
1040001002,1.01,1,광진구,자양동,자양로,64,3,4,0,0,3,1
1040001103,0.90,1,광진구,구의동,강변북로,624,4,7,0,0,11,1
1040001104,0.00,1,광진구,광장동,강변북로,171,4,0,0,0,0,0
1040001201,0.44,1,광진구,광장동,강변북로,986,4,6,0,0,10,0
1040001401,1.72,1,광진구,자양동,동일로,273,2,3,0,2,0,1
1040001402,2.50,1,광진구,자양동,동일로,89,3,5,0,1,5,1
1040001403,26.74,4,광진구,자양동,동일로,242,3,23,0,3,39,3
1040001501,0.97,1,광진구,광장동,강변북로,579,4,4,0,2,4,0
1040001502,2.30,2,광진구,광장동,강변북로,337,4,3,0,3,3,0
1040001601,1.16,2,광진구,광장동,강변북로,108,4,1,0,1,0,0
1040001602,2.00,2,광진구,광장동,강변북로,382,4,6,0,2,9,0
1040001701,0.00,1,광진구,자양동,자양로,66,3,0,0,0,0,0
1040001702,20.48,4,광진구,자양동,자양로,914,3,35,1,10,44,4
1040001801,11.83,3,광진구,구의동,자양로,65,3,5,0,3,3,1
1040001802,48.10,4,광진구,구의동,자양로,909,3,57,0,15,61,2
1040001901,10.59,3,광진구,광장동,천호대로,141,3,8,0,3,13,0
1040001902,6.55,2,광진구,광장동,천호대로,161,3,4,0,3,0,1
1040002002,2.08,1,광진구,광장동,천호대로,308,3,7,0,2,10,0
1040002102,2.19,2,광진구,광장동,강변북로,522,3,4,1,0,7,0
1040002201,0.05,1,광진구,광장동,강변북로,619,3,2,0,0,2,0
1040002301,9.95,2,광진구,광장동,천호대로,220,4,13,1,2,14,1
1040002401,16.45,3,광진구,광장동,천호대로,222,5,12,0,5,13,0
1040002500,10.22,3,광진구,광장동,아차산로,232,5,5,0,5,5,2
1040002602,0.77,1,광진구,광장동,아차산로,232,5,4,0,1,3,0
1040002700,0.25,1,광진구,광장동,천호대로,492,3,3,0,0,6,0
1040002801,0.00,1,광진구,광장동,천호대로,50,3,0,0,0,0,0
1040002802,0.47,1,광진구,광장동,천호대로,262,3,2,0,1,1,0
1040003000,21.29,4,광진구,광장동,천호대로,785,3,24,1,11,21,2
1040003100,9.79,2,광진구,구의동,자양로,747,2,16,0,8,11,3
1040003200,47.38,4,광진구,구의동,자양로,748,2,51,0,13,64,3
1040003300,2.63,1,광진구,구의동,천호대로,601,3,9,0,3,13,0
1040003701,43.09,4,광진구,구의동,천호대로,277,5,18,0,11,21,1
1040003702,7.59,2,광진구,능동,천호대로,162,5,9,0,2,16,0
1040003801,10.10,3,광진구,구의동,천호대로,273,5,14,0,4,13,2
1040003802,8.06,2,광진구,중곡동,천호대로,166,5,10,0,2,16,2
1040003901,2.94,1,광진구,광장동,아차산로,196,3,6,0,2,4,0
1040003903,16.82,3,광진구,광장동,아차산로,144,3,5,1,4,3,1
1040003904,0.90,1,광진구,광장동,아차산로,1274,2,5,1,1,2,1
1040004002,0.80,1,광진구,광장동,아차산로,196,3,3,0,1,3,0
1040004003,0.99,1,광진구,광장동,아차산로,145,3,3,0,1,2,0
1040004004,1.55,1,광진구,광장동,아차산로,1275,2,7,0,4,5,0
1040004101,0.11,1,광진구,광장동,강변북로,1197,3,2,0,1,2,0
1040004201,0.21,1,광진구,광장동,강변북로,1184,3,2,0,2,3,0
1040004301,21.00,4,광진구,능동,천호대로,658,5,27,0,9,36,2
1040004302,4.45,2,광진구,능동,천호대로,227,4,10,0,2,10,0
1040004402,10.19,3,광진구,중곡동,천호대로,661,5,17,2,6,15,1
1040004403,0.80,1,광진구,중곡동,천호대로,227,6,5,0,1,3,1
1040004601,0.00,1,광진구,중곡동,동부간선도로,223,1,0,0,0,0,0
1040004602,0.04,1,광진구,중곡동,동부간선도로,168,3,1,0,0,1,0
1040004603,0.00,1,광진구,중곡동,동부간선도로,189,1,0,0,0,0,0
1040004604,0.00,1,광진구,중곡동,동부간선도로,187,1,0,0,0,0,0
1040004701,18.73,3,광진구,군자동,천호대로,77,6,5,0,4,3,1
1040004702,12.52,3,광진구,군자동,천호대로,171,5,8,0,4,10,0
1040004801,1.87,1,광진구,중곡동,천호대로,77,5,3,0,1,2,0
1040004802,1.04,1,광진구,중곡동,천호대로,171,5,4,0,1,3,0
1040004901,1.99,1,광진구,군자동,천호대로,69,5,2,0,1,3,0
1040004903,8.58,2,광진구,군자동,천호대로,248,5,9,0,4,7,1
1040005002,1.79,1,광진구,중곡동,천호대로,69,5,2,0,1,1,0
1040005003,21.67,4,광진구,중곡동,천호대로,248,5,12,1,6,5,0
1040005101,0.06,1,광진구,중곡동,동일로,117,2,1,0,0,1,0
1040005103,0.26,1,광진구,중곡동,동일로,462,3,6,0,0,4,2
1040005202,0.04,1,광진구,중곡동,동일로,79,2,1,0,0,0,1
1040005203,0.00,1,광진구,중곡동,동일로,39,2,0,0,0,0,0
1040005204,22.75,4,광진구,중곡동,동일로,462,3,17,0,9,29,1
1040005301,13.01,3,광진구,중곡동,동일로,243,3,11,1,4,10,3
1040005302,14.30,3,광진구,중곡동,동일로,648,3,21,1,10,15,5
1040005401,6.86,2,광진구,중곡동,동일로,243,3,11,0,4,6,3
1040005402,22.55,4,광진구,중곡동,동일로,651,3,18,4,3,20,0
1040005501,1.77,1,광진구,중곡동,천호대로,46,5,3,0,0,4,1
1040005502,0.22,1,광진구,중곡동,동부간선도로,701,3,3,0,1,3,0
1040005503,1.06,2,광진구,중곡동,동부간선도로,754,3,9,0,2,8,1
1040005600,6.92,2,광진구,자양동,자양번영로,532,1,8,0,6,3,0
1040005700,0.81,1,광진구,자양동,자양번영로,513,1,7,0,1,7,0
1040005801,3.64,2,광진구,자양동,뚝섬로,135,1,3,0,2,1,0
1040005802,12.85,3,광진구,자양동,뚝섬로,237,1,6,0,5,3,0
1040005803,20.59,4,광진구,자양동,뚝섬로,551,1,24,0,8,34,3
1040005901,0.00,1,광진구,자양동,뚝섬로,135,1,0,0,0,0,0
1040005902,0.09,1,광진구,자양동,뚝섬로,237,1,1,0,0,3,0
1040005903,0.92,1,광진구,자양동,뚝섬로,540,1,3,0,2,2,0
1040006001,1.03,1,광진구,구의동,구의강변로,220,1,4,0,1,5,1
1040006101,0.55,1,광진구,구의동,구의강변로,218,1,1,0,1,0,0
1040006203,1.65,1,광진구,자양동,능동로,83,1,2,0,1,3,0
1040006204,3.02,2,광진구,자양동,능동로,173,2,4,0,2,4,0
1040006205,0.74,1,광진구,자양동,능동로,157,2,1,0,1,0,0
1040006303,1.54,1,광진구,자양동,능동로,83,1,2,0,1,1,0
1040006304,0.74,1,광진구,자양동,능동로,173,2,2,0,1,1,0
1040006305,1.89,1,광진구,자양동,능동로,157,2,3,0,2,4,0
1040006401,0.00,1,광진구,자양동,뚝섬로,446,1,0,0,0,0,0
1040006402,0.04,1,광진구,구의동,뚝섬로,155,1,1,0,0,1,0
1040006501,0.06,1,광진구,자양동,뚝섬로,446,1,1,0,0,4,0
1040006502,0.04,1,광진구,구의동,뚝섬로,159,1,1,0,0,1,0
1040006600,0.72,1,광진구,자양동,뚝섬로,677,2,3,0,2,1,0
1040006700,21.69,4,광진구,자양동,뚝섬로,677,2,13,0,11,7,0
1040006801,29.88,4,광진구,구의동,강변역로,68,4,8,0,4,6,0
1040006802,1.03,1,광진구,구의동,강변역로,41,3,2,0,0,3,0
1040006901,0.00,1,광진구,구의동,강변역로,35,4,0,0,0,0,0
1040006902,0.29,1,광진구,구의동,강변역로,95,5,2,0,0,2,0
1040007001,1.50,1,광진구,구의동,구의강변로강변역로4길,90,2,2,0,1,2,0
1040007002,0.04,1,광진구,구의동,강변역로4길,185,3,1,0,0,1,0
1040007101,0.00,1,광진구,구의동,구의강변로강변역로4길,90,2,0,0,0,0,0
1040007102,3.72,2,광진구,구의동,강변역로4길,177,3,7,0,2,5,0
1040007200,4.28,2,광진구,자양동,자양번영로,561,1,11,0,4,11,2
1040007300,9.37,2,광진구,자양동,자양번영로,561,1,17,0,6,14,2
1040007500,0.68,1,광진구,자양동,능동로,846,1,6,0,2,4,0
1040007600,0.38,1,광진구,구의동,구의강변로,321,2,1,0,1,0,0
1040007700,0.60,1,광진구,구의동,구의강변로,318,2,3,0,1,5,0
1040008000,52.81,4,광진구,자양동,뚝섬로,683,2,28,0,18,19,3
1040008100,22.57,4,광진구,자양동,뚝섬로,683,2,25,1,11,14,4
1040008200,6.87,2,광진구,구의동,강변역로,174,3,6,0,3,5,0
1040008301,0.44,1,광진구,구의동,강변역로,64,3,2,0,0,2,0
1040008302,4.36,2,광진구,구의동,강변역로,146,3,8,0,2,5,2
1040008401,12.05,3,광진구,구의동,아차산로,60,3,2,0,3,6,0
1040008402,3.36,2,광진구,구의동,아차산로,459,2,12,0,3,9,2
1040008500,20.66,4,광진구,자양동,아차산로,521,2,23,1,8,22,3
1040008601,17.04,3,광진구,자양동,아차산로,526,3,15,1,8,6,2
1040008602,2.79,1,광진구,자양동,아차산로,71,3,3,0,1,6,0
1040008701,5.36,2,광진구,자양동,아차산로,526,3,14,0,4,14,0
1040008702,7.09,2,광진구,자양동,아차산로,68,3,2,0,2,0,0
1040008802,2.21,1,광진구,구의동,광나루로56길,504,3,6,0,3,2,1
1040008900,0.97,1,광진구,구의동,광나루로56길,512,3,8,0,0,10,1
1040009001,0.31,1,광진구,자양동,능동로,263,2,3,0,0,4,0
1040009002,0.00,1,광진구,자양동,능동로,41,2,0,0,0,0,0
1040009004,0.57,1,광진구,자양동,능동로,98,2,2,0,0,4,0
1040009005,40.77,4,광진구,자양동,능동로,142,3,19,0,6,24,0
1040009101,2.86,1,광진구,자양동,능동로,263,2,3,0,3,4,1
1040009102,0.00,1,광진구,자양동,능동로,41,3,0,0,0,0,0
1040009104,1.61,1,광진구,자양동,능동로,98,3,3,0,1,3,0
1040009105,4.02,2,광진구,자양동,능동로,141,4,5,0,2,4,0
1040009201,0.00,1,광진구,구의동,강변역로,73,2,0,0,0,0,0
1040009202,0.63,1,광진구,구의동,강변역로,235,2,3,0,1,2,0
1040009203,0.12,1,광진구,구의동,아차산로,58,2,1,0,0,1,0
1040009301,0.09,1,광진구,구의동,강변역로,75,2,1,0,0,1,0
1040009302,0.06,1,광진구,구의동,강변역로,241,2,1,0,0,2,0
1040009304,0.12,1,광진구,구의동,아차산로,58,2,1,0,0,1,0
1040009502,0.00,1,광진구,광장동,광나루로,245,3,0,0,0,0,0
1040009601,0.26,1,광진구,구의동,구의강변로,214,2,2,0,0,4,0
1040009602,0.00,1,광진구,구의동,구의강변로,135,1,0,0,0,0,0
1040009702,5.61,2,광진구,구의동,구의강변로,217,2,8,0,3,6,1
1040009703,4.27,2,광진구,구의동,구의강변로,135,3,6,0,2,4,0
1040009801,0.06,1,광진구,구의동,아차산로,162,2,2,0,0,1,1
1040009802,1.51,1,광진구,구의동,아차산로,175,2,6,0,1,5,1
1040009803,4.19,2,광진구,구의동,아차산로,116,2,3,0,2,0,1
1040009902,2.91,1,광진구,구의동,아차산로,165,2,3,0,2,2,0
1040009903,0.16,1,광진구,구의동,아차산로,175,2,2,0,0,2,0
1040009904,1.21,1,광진구,구의동,아차산로,116,2,4,0,0,5,0
1040010001,0.81,1,광진구,자양동,아차산로,167,5,4,0,0,5,0
1040010002,0.78,1,광진구,자양동,아차산로,187,5,3,0,1,3,1
1040010003,11.88,3,광진구,자양동,아차산로,256,3,8,0,5,6,1
1040010101,1.31,1,광진구,화양동,아차산로,167,5,6,0,1,4,2
1040010102,9.75,2,광진구,자양동,아차산로,186,5,6,0,5,3,0
1040010103,4.35,2,광진구,자양동,아차산로,256,3,5,0,3,2,0
1040010200,0.68,1,광진구,구의동,광나루로,629,3,7,0,1,9,2
1040010302,0.00,1,광진구,광장동,광나루로,468,3,0,0,0,0,0
1040010401,0.00,1,광진구,구의동,광나루로,223,3,0,0,0,0,0
1040010402,1.39,1,광진구,구의동,광나루로,78,4,4,0,0,4,0
1040010501,0.03,1,광진구,광장동,광나루로,224,3,1,0,0,1,0
1040010502,32.45,4,광진구,광장동,광나루로,78,4,3,0,7,2,2
1040010600,12.22,3,광진구,구의동,아차산로,178,2,9,0,4,9,1
1040010702,2.67,1,광진구,구의동,아차산로,177,2,9,0,1,7,2
1040010800,0.05,1,광진구,광장동,아차산로70길,528,2,2,0,0,3,1
1040010900,0.89,1,광진구,광장동,아차산로70길,542,2,2,0,2,0,0
1040011000,52.02,4,광진구,자양동,아차산로,637,3,48,1,14,40,6
1040011100,44.50,4,광진구,화양동,아차산로,638,3,47,0,12,49,3
1040011200,1.64,1,광진구,구의동,구의로,770,1,6,1,1,4,0
1040011300,5.17,2,광진구,구의동,구의로,761,1,13,0,6,7,4
1040011400,2.17,1,광진구,광장동,광나루로,218,3,3,0,2,1,0
1040011501,0.38,1,광진구,광장동,광나루로,108,4,2,0,0,3,0
1040011502,6.37,2,광진구,광장동,광나루로,110,4,2,0,3,0,0
1040011601,5.16,2,광진구,광장동,아차산로,118,3,5,0,2,6,1
1040011602,1.05,1,광진구,광장동,아차산로,26,3,1,0,0,4,0
1040011603,0.42,1,광진구,광장동,아차산로,346,3,3,0,1,2,0
1040011604,0.00,1,광진구,광장동,아차산로,31,3,0,0,0,0,0
1040011702,1.13,1,광진구,광장동,아차산로,144,3,3,0,1,3,0
1040011703,1.80,1,광진구,광장동,아차산로,346,3,6,0,2,5,0
1040011704,3.77,2,광진구,광장동,아차산로,31,3,1,0,1,1,0
1040011800,0.00,1,광진구,광장동,구천면로,250,2,0,0,0,0,0
1040011901,0.00,1,광진구,광장동,구천면로,145,2,0,0,0,0,0
1040012000,87.08,4,광진구,화양동,능동로,877,3,72,0,23,75,11
1040012100,49.65,4,광진구,화양동,능동로,873,3,37,1,20,31,4
1040012200,3.34,2,광진구,광장동,아차산로,360,3,11,0,2,12,0
1040012300,19.90,3,광진구,광장동,아차산로,367,3,16,0,8,11,2
1040012401,0.76,1,광진구,광장동,워커힐로,213,1,3,0,1,3,0
1040012402,0.00,1,광진구,광장동,워커힐로,263,1,0,0,0,0,0
1040012403,0.00,1,광진구,광장동,워커힐로,119,1,0,0,0,0,0
1040012501,0.60,1,광진구,광장동,워커힐로,206,1,2,0,1,1,0
1040012502,0.43,1,광진구,광장동,워커힐로,272,1,1,0,1,1,0
1040012503,0.00,1,광진구,광장동,워커힐로,118,1,0,0,0,0,0
1040012600,7.70,2,광진구,구의동,광나루로,397,3,14,0,5,13,2
1040012700,1.36,1,광진구,광장동,광나루로,403,3,5,0,2,4,0
1040012800,25.41,4,광진구,구의동,광나루로,477,3,26,1,9,24,5
1040012900,7.19,2,광진구,구의동,광나루로,480,3,17,0,4,21,2
1040013001,14.46,3,광진구,능동,광나루로,566,3,19,0,8,17,3
1040013002,3.20,2,광진구,능동,광나루로,464,3,10,0,3,11,2
1040013101,17.42,3,광진구,능동,광나루로,563,3,19,0,10,20,0
1040013102,4.44,2,광진구,능동,광나루로,464,3,8,0,4,7,4
1040013202,0.28,1,광진구,광장동,구천면로,148,2,2,0,0,3,0
1040013203,0.80,1,광진구,광장동,구천면로,34,1,2,0,0,2,0
1040013204,1.02,1,광진구,광장동,구천면로,140,1,3,0,0,7,1
1040013302,0.00,1,광진구,광장동,구천면로,151,2,0,0,0,0,0
1040013303,4.51,2,광진구,광장동,구천면로,110,1,3,0,2,2,0
1040013304,3.44,2,광진구,광장동,구천면로,68,1,1,0,2,0,0
1040013400,9.50,2,광진구,화양동,광나루로,337,3,12,0,5,5,2
1040013500,7.80,2,광진구,화양동,광나루로,339,3,10,0,5,9,1
1040013601,31.99,4,광진구,화양동,광나루로,187,3,13,0,7,9,2
1040013602,7.54,2,광진구,화양동,광나루로,80,4,6,0,2,5,0
1040013701,51.16,4,광진구,군자동,광나루로,190,3,24,0,9,20,3
1040013702,0.34,1,광진구,군자동,광나루로,80,4,2,0,0,2,0
1040013801,0.00,1,광진구,광장동,워커힐로,167,1,0,0,0,0,0
1040013802,0.12,1,광진구,광장동,워커힐로,439,1,2,0,0,4,0
1040013803,0.32,1,광진구,광장동,워커힐로,368,1,1,0,1,0,0
1040013804,0.00,1,광진구,광장동,워커힐로,203,1,0,0,0,0,0
1040013901,0.58,1,광진구,광장동,워커힐로,608,1,1,0,3,1,0
1040013902,0.00,1,광진구,광장동,워커힐로,359,1,0,0,0,0,0
